koc_id,high_or_low,cat,follower_count,anxiety_score,view,like,collect,comments,share,is_commercial,quote_video,video_cpe,video_cpm,quote_post,post_cpe,post_cpm
jgai001,high,job_hunting,98800,1,2897,179,96,2,6,0,20000.00,0.47,40.98,16000.00,57.76,5522.95
jgai001,high,job_hunting,98800,3,3452000,158000,169000,1034,11000,0,20000.00,0.47,40.98,16000.00,57.76,5522.95
jgai001,high,job_hunting,98800,3,28000,1228,1271,43,257,1,20000.00,0.47,40.98,16000.00,57.76,5522.95
jgai001,high,job_hunting,98800,3,2932,52,42,6,29,1,20000.00,0.47,40.98,16000.00,57.76,5522.95
jgai001,high,job_hunting,98800,1,410000,6351,3428,509,390,1,20000.00,0.47,40.98,16000.00,57.76,5522.95
jgai001,high,job_hunting,98800,1,718,71,62,2,13,0,20000.00,0.47,40.98,16000.00,57.76,5522.95
jgai001,high,job_hunting,98800,0,7795,344,93,7,21,1,20000.00,0.47,40.98,16000.00,57.76,5522.95
jgai001,high,job_hunting,98800,3,2109,70,112,0,13,0,20000.00,0.47,40.98,16000.00,57.76,5522.95
jgai001,high,job_hunting,98800,1,209,30,12,5,10,0,20000.00,0.47,40.98,16000.00,57.76,5522.95
xxxxlxxxx,high,job_hunting,91700,5,5882,374,39,33,22,1,20000.00,8.00,543.93,19000.00,0.00,0.00
xxxxlxxxx,high,job_hunting,91700,1,11000,681,38,59,62,0,20000.00,8.00,543.93,19000.00,0.00,0.00
xxxxlxxxx,high,job_hunting,91700,3,5999,269,33,35,55,1,20000.00,8.00,543.93,19000.00,0.00,0.00
xxxxlxxxx,high,job_hunting,91700,5,684,76,16,10,9,1,20000.00,8.00,543.93,19000.00,0.00,0.00
xxxxlxxxx,high,job_hunting,91700,3,1002,67,8,5,3,1,20000.00,8.00,543.93,19000.00,0.00,0.00
xxxxlxxxx,high,job_hunting,91700,3,8684,344,56,24,14,1,20000.00,8.00,543.93,19000.00,0.00,0.00
xxxxlxxxx,high,job_hunting,91700,0,14000,472,61,44,20,1,20000.00,8.00,543.93,19000.00,0.00,0.00
xxxxlxxxx,high,job_hunting,91700,0,28000,1736,95,106,192,0,20000.00,8.00,543.93,19000.00,0.00,0.00
xxxxlxxxx,high,job_hunting,91700,1,9229,474,79,100,14,1,20000.00,8.00,543.93,19000.00,0.00,0.00
xxxxlxxxx,high,job_hunting,91700,3,45000,2690,159,333,171,0,20000.00,8.00,543.93,19000.00,0.00,0.00
983975704,high,job_hunting,62600,3,76000,5041,1433,9,68,1,15000.00,0.00,0.00,10000.00,1.59,123.25
983975704,high,job_hunting,62600,3,19000,5450,1351,9,33,0,15000.00,0.00,0.00,10000.00,1.59,123.25
983975704,high,job_hunting,62600,5,206000,12000,2731,161,160,1,15000.00,0.00,0.00,10000.00,1.59,123.25
983975704,high,job_hunting,62600,3,44000,1039,108,1,19,1,15000.00,0.00,0.00,10000.00,1.59,123.25
983975704,high,job_hunting,62600,1,55000,2200,946,4480,31,0,15000.00,0.00,0.00,10000.00,1.59,123.25
983975704,high,job_hunting,62600,3,8286,1812,141,14,8,1,15000.00,0.00,0.00,10000.00,1.59,123.25
983975704,high,job_hunting,62600,3,49000,1342,215,6,12,1,15000.00,0.00,0.00,10000.00,1.59,123.25
983975704,high,job_hunting,62600,3,313000,2748,737,85,55,1,15000.00,0.00,0.00,10000.00,1.59,123.25
983975704,high,job_hunting,62600,3,35000,1431,176,1,14,1,15000.00,0.00,0.00,10000.00,1.59,123.25
983975704,high,job_hunting,62600,3,33000,7746,1941,287,68,1,15000.00,0.00,0.00,10000.00,1.59,123.25
Evenbetter001,high,job_hunting,48400,3,8627,487,259,10,34,0,3000.00,0.64,49.50,3000.00,0.00,0.00
Evenbetter001,high,job_hunting,48400,5,11000,538,263,34,78,0,3000.00,0.64,49.50,3000.00,0.00,0.00
Evenbetter001,high,job_hunting,48400,5,19000,916,652,25,107,0,3000.00,0.64,49.50,3000.00,0.00,0.00
Evenbetter001,high,job_hunting,48400,3,16000,743,489,19,106,0,3000.00,0.64,49.50,3000.00,0.00,0.00
Evenbetter001,high,job_hunting,48400,5,380000,19000,11000,413,2355,0,3000.00,0.64,49.50,3000.00,0.00,0.00
Evenbetter001,high,job_hunting,48400,3,38000,1828,1007,100,218,0,3000.00,0.64,49.50,3000.00,0.00,0.00
Evenbetter001,high,job_hunting,48400,3,22000,952,851,42,123,0,3000.00,0.64,49.50,3000.00,0.00,0.00
Evenbetter001,high,job_hunting,48400,5,245,14,8,0,1,0,3000.00,0.64,49.50,3000.00,0.00,0.00
Evenbetter001,high,job_hunting,48400,3,50000,1389,647,270,621,0,3000.00,0.64,49.50,3000.00,0.00,0.00
Evenbetter001,high,job_hunting,48400,3,3627,187,59,17,34,0,3000.00,0.64,49.50,3000.00,0.00,0.00
8218938202,high,job_hunting,62500,5,374,20,17,1,0,0,12000.00,5.76,493.24,9000.00,0.00,0.00
8218938202,high,job_hunting,62500,3,21000,596,738,63,197,0,12000.00,5.76,493.24,9000.00,0.00,0.00
8218938202,high,job_hunting,62500,5,16000,906,304,70,65,0,12000.00,5.76,493.24,9000.00,0.00,0.00
8218938202,high,job_hunting,62500,5,36000,1244,219,438,243,0,12000.00,5.76,493.24,9000.00,0.00,0.00
8218938202,high,job_hunting,62500,1,3852,144,159,17,16,1,12000.00,5.76,493.24,9000.00,0.00,0.00
8218938202,high,job_hunting,62500,3,65000,2435,2821,87,404,0,12000.00,5.76,493.24,9000.00,0.00,0.00
8218938202,high,job_hunting,62500,3,13000,534,262,143,43,0,12000.00,5.76,493.24,9000.00,0.00,0.00
8218938202,high,job_hunting,62500,3,8751,425,212,51,33,1,12000.00,5.76,493.24,9000.00,0.00,0.00
8218938202,high,job_hunting,62500,0,8002,622,296,4,13,1,12000.00,5.76,493.24,9000.00,0.00,0.00
8218938202,high,job_hunting,62500,0,71000,4658,3299,64,279,1,12000.00,5.76,493.24,9000.00,0.00,0.00
zoeygou0317,high,job_hunting,58200,3,381,20,4,0,4,0,6500.00,1.25,125.85,6500.00,0.00,0.00
zoeygou0317,high,job_hunting,58200,0,2590,142,68,15,4,0,6500.00,1.25,125.85,6500.00,0.00,0.00
zoeygou0317,high,job_hunting,58200,5,4186,338,19,15,4,0,6500.00,1.25,125.85,6500.00,0.00,0.00
zoeygou0317,high,job_hunting,58200,5,45000,1757,2722,14,108,0,6500.00,1.25,125.85,6500.00,0.00,0.00
zoeygou0317,high,job_hunting,58200,5,401000,20000,20000,69,693,0,6500.00,1.25,125.85,6500.00,0.00,0.00
zoeygou0317,high,job_hunting,58200,5,1864,134,39,1,4,0,6500.00,1.25,125.85,6500.00,0.00,0.00
zoeygou0317,high,job_hunting,58200,5,2084,79,63,15,9,0,6500.00,1.25,125.85,6500.00,0.00,0.00
zoeygou0317,high,job_hunting,58200,5,5991,352,217,7,11,0,6500.00,1.25,125.85,6500.00,0.00,0.00
zoeygou0317,high,job_hunting,58200,5,2249,99,94,1,12,0,6500.00,1.25,125.85,6500.00,0.00,0.00
zoeygou0317,high,job_hunting,58200,3,2987,142,46,27,35,0,6500.00,1.25,125.85,6500.00,0.00,0.00
113397425,high,job_hunting,82100,3,4649,900,314,7,13,1,7900.00,2.94,284.64,6330.00,0.00,0.00
113397425,high,job_hunting,82100,3,117000,7054,4299,74,198,0,7900.00,2.94,284.64,6330.00,0.00,0.00
113397425,high,job_hunting,82100,1,131000,8395,4286,125,157,0,7900.00,2.94,284.64,6330.00,0.00,0.00
113397425,high,job_hunting,82100,3,2672,123,118,4,9,0,7900.00,2.94,284.64,6330.00,0.00,0.00
113397425,high,job_hunting,82100,1,37000,2045,1114,147,70,0,7900.00,2.94,284.64,6330.00,0.00,0.00
113397425,high,job_hunting,82100,5,34000,1968,1360,17,55,0,7900.00,2.94,284.64,6330.00,0.00,0.00
113397425,high,job_hunting,82100,3,21000,1101,954,17,36,0,7900.00,2.94,284.64,6330.00,0.00,0.00
113397425,high,job_hunting,82100,3,3445,241,33,1,4,1,7900.00,2.94,284.64,6330.00,0.00,0.00
113397425,high,job_hunting,82100,0,3830,194,165,3,11,0,7900.00,2.94,284.64,6330.00,0.00,0.00
113397425,high,job_hunting,82100,1,4091,299,93,3,5,0,7900.00,2.94,284.64,6330.00,0.00,0.00
275433795,high,job_hunting,86500,0,15000,652,784,9,50,1,15000.00,3.76,358.82,10000.00,0.00,0.00
275433795,high,job_hunting,86500,1,12000,458,616,11,60,1,15000.00,3.76,358.82,10000.00,0.00,0.00
275433795,high,job_hunting,86500,1,15000,814,659,5,26,1,15000.00,3.76,358.82,10000.00,0.00,0.00
275433795,high,job_hunting,86500,3,11000,604,517,7,21,1,15000.00,3.76,358.82,10000.00,0.00,0.00
275433795,high,job_hunting,86500,1,3362,183,116,6,10,1,15000.00,3.76,358.82,10000.00,0.00,0.00
275433795,high,job_hunting,86500,3,201000,9965,9391,53,541,1,15000.00,3.76,358.82,10000.00,0.00,0.00
275433795,high,job_hunting,86500,1,35000,1386,1632,27,182,1,15000.00,3.76,358.82,10000.00,0.00,0.00
275433795,high,job_hunting,86500,5,5882,374,39,33,22,1,15000.00,3.76,358.82,10000.00,0.00,0.00
275433795,high,job_hunting,86500,1,11000,681,38,59,62,0,15000.00,3.76,358.82,10000.00,0.00,0.00
275433795,high,job_hunting,86500,3,5999,269,33,35,55,1,15000.00,3.76,358.82,10000.00,0.00,0.00
277338406,high,job_hunting,91200,5,1657,65,27,18,7,1,35000.00,15.46,987.94,28000.00,19.46,1227.37
277338406,high,job_hunting,91200,3,4705,176,83,43,18,0,35000.00,15.46,987.94,28000.00,19.46,1227.37
277338406,high,job_hunting,91200,1,4300,638,525,32,28,1,35000.00,15.46,987.94,28000.00,19.46,1227.37
277338406,high,job_hunting,91200,3,106000,5469,4277,76,306,0,35000.00,15.46,987.94,28000.00,19.46,1227.37
277338406,high,job_hunting,91200,1,6109,591,540,60,41,0,35000.00,15.46,987.94,28000.00,19.46,1227.37
277338406,high,job_hunting,91200,0,113000,1391,326,414,64,0,35000.00,15.46,987.94,28000.00,19.46,1227.37
277338406,high,job_hunting,91200,3,5746,400,193,60,22,0,35000.00,15.46,987.94,28000.00,19.46,1227.37
277338406,high,job_hunting,91200,5,7601,487,456,17,30,0,35000.00,15.46,987.94,28000.00,19.46,1227.37
277338406,high,job_hunting,91200,3,40000,1703,467,79,52,0,35000.00,15.46,987.94,28000.00,19.46,1227.37
277338406,high,job_hunting,91200,3,6698,365,178,19,19,0,35000.00,15.46,987.94,28000.00,19.46,1227.37
9092323647,high,job_hunting,40600,1,14000,547,446,23,114,0,1000.00,0.00,0.00,2200.00,1.16,189.96
9092323647,high,job_hunting,40600,1,15000,2386,1699,12,273,1,1000.00,0.00,0.00,2200.00,1.16,189.96
9092323647,high,job_hunting,40600,1,4259,199,112,9,29,0,1000.00,0.00,0.00,2200.00,1.16,189.96
9092323647,high,job_hunting,40600,1,18000,2517,1791,32,305,1,1000.00,0.00,0.00,2200.00,1.16,189.96
9092323647,high,job_hunting,40600,3,4992,541,349,2,56,0,1000.00,0.00,0.00,2200.00,1.16,189.96
9092323647,high,job_hunting,40600,1,32000,2174,927,7,121,1,1000.00,0.00,0.00,2200.00,1.16,189.96
9092323647,high,job_hunting,40600,1,2815,137,75,0,26,0,1000.00,0.00,0.00,2200.00,1.16,189.96
9092323647,high,job_hunting,40600,3,2890,144,74,6,39,1,1000.00,0.00,0.00,2200.00,1.16,189.96
9092323647,high,job_hunting,40600,1,4331,270,151,22,45,0,1000.00,0.00,0.00,2200.00,1.16,189.96
9092323647,high,job_hunting,40600,1,18000,2558,1721,18,218,1,1000.00,0.00,0.00,2200.00,1.16,189.96
1141452114,high,study,31200,3,70000,4856,329,48,59,1,10000.00,12.73,1032.95,8000.00,3.48,126.77
1141452114,high,study,31200,0,4355,335,18,21,5,0,10000.00,12.73,1032.95,8000.00,3.48,126.77
1141452114,high,study,31200,1,6792,535,31,21,13,0,10000.00,12.73,1032.95,8000.00,3.48,126.77
1141452114,high,study,31200,3,6523,490,47,23,13,0,10000.00,12.73,1032.95,8000.00,3.48,126.77
1141452114,high,study,31200,0,18000,1271,83,45,70,0,10000.00,12.73,1032.95,8000.00,3.48,126.77
1141452114,high,study,31200,0,113000,796,245,35,97,0,10000.00,12.73,1032.95,8000.00,3.48,126.77
1141452114,high,study,31200,1,6792,535,31,21,13,0,10000.00,12.73,1032.95,8000.00,3.48,126.77
1141452114,high,study,31200,3,6523,490,47,23,13,1,10000.00,12.73,1032.95,8000.00,3.48,126.77
1141452114,high,study,31200,0,14000,271,59,69,70,1,10000.00,12.73,1032.95,8000.00,3.48,126.77
1141452114,high,study,31200,0,13000,96,45,35,97,0,10000.00,12.73,1032.95,8000.00,3.48,126.77
3480333079,high,study,82000,0,2141,729,542,15,8,1,9500.00,2.90,239.13,9500.00,0.00,0.00
3480333079,high,study,82000,3,8804,1099,900,8,3,1,9500.00,2.90,239.13,9500.00,0.00,0.00
3480333079,high,study,82000,3,207000,13000,673,61,1817,1,9500.00,2.90,239.13,9500.00,0.00,0.00
3480333079,high,study,82000,1,2435,108,152,0,2,0,9500.00,2.90,239.13,9500.00,0.00,0.00
3480333079,high,study,82000,0,14000,1044,725,20,3,0,9500.00,2.90,239.13,9500.00,0.00,0.00
3480333079,high,study,82000,3,6515,382,250,15,3,1,9500.00,2.90,239.13,9500.00,0.00,0.00
3480333079,high,study,82000,3,107000,5735,576,61,181,1,9500.00,2.90,239.13,9500.00,0.00,0.00
3480333079,high,study,82000,1,2496,145,112,9,7,0,9500.00,2.90,239.13,9500.00,0.00,0.00
3480333079,high,study,82000,0,13000,1451,555,17,4,0,9500.00,2.90,239.13,9500.00,0.00,0.00
3480333079,high,study,82000,3,6177,282,270,19,5,1,9500.00,2.90,239.13,9500.00,0.00,0.00
butter3o3,high,study,64800,3,82000,4924,549,306,500,0,12000.00,4.53,483.25,10000.00,0.00,0.00
butter3o3,high,study,64800,3,4123,291,12,29,6,0,12000.00,4.53,483.25,10000.00,0.00,0.00
butter3o3,high,study,64800,1,2257,106,13,32,4,0,12000.00,4.53,483.25,10000.00,0.00,0.00
butter3o3,high,study,64800,0,7178,433,127,28,25,0,12000.00,4.53,483.25,10000.00,0.00,0.00
butter3o3,high,study,64800,0,29000,3824,2498,106,313,1,12000.00,4.53,483.25,10000.00,0.00,0.00
butter3o3,high,study,64800,3,72000,4924,549,306,500,0,12000.00,4.53,483.25,10000.00,0.00,0.00
butter3o3,high,study,64800,3,3123,291,12,29,6,0,12000.00,4.53,483.25,10000.00,0.00,0.00
butter3o3,high,study,64800,1,2791,123,27,31,9,0,12000.00,4.53,483.25,10000.00,0.00,0.00
butter3o3,high,study,64800,0,6178,331,147,25,21,0,12000.00,4.53,483.25,10000.00,0.00,0.00
butter3o3,high,study,64800,0,24000,324,2098,106,297,1,12000.00,4.53,483.25,10000.00,0.00,0.00
107199492,high,study,25500,3,1530,98,10,13,2,1,4500.00,3.80,362.30,3800.00,0.00,0.00
107199492,high,study,25500,1,3673,328,53,15,7,0,4500.00,3.80,362.30,3800.00,0.00,0.00
107199492,high,study,25500,0,19000,2568,251,15,18,1,4500.00,3.80,362.30,3800.00,0.00,0.00
107199492,high,study,25500,3,3637,456,38,18,4,0,4500.00,3.80,362.30,3800.00,0.00,0.00
107199492,high,study,25500,3,5420,583,65,16,8,0,4500.00,3.80,362.30,3800.00,0.00,0.00
107199492,high,study,25500,0,2546,219,20,7,2,0,4500.00,3.80,362.30,3800.00,0.00,0.00
107199492,high,study,25500,0,16000,1412,159,15,24,0,4500.00,3.80,362.30,3800.00,0.00,0.00
107199492,high,study,25500,5,5497,623,66,8,15,0,4500.00,3.80,362.30,3800.00,0.00,0.00
107199492,high,study,25500,5,55000,3266,303,30,59,1,4500.00,3.80,362.30,3800.00,0.00,0.00
107199492,high,study,25500,0,2123,119,29,8,12,0,4500.00,3.80,362.30,3800.00,0.00,0.00
119383142,high,study,11600,1,1599,88,43,2,8,0,3090.00,10.92,1044.62,1000.00,0.14,12.53
119383142,high,study,11600,1,37000,2123,1119,27,154,0,3090.00,10.92,1044.62,1000.00,0.14,12.53
119383142,high,study,11600,5,96000,5512,3269,69,294,0,3090.00,10.92,1044.62,1000.00,0.14,12.53
119383142,high,study,11600,5,2958,278,3,2,1,0,3090.00,10.92,1044.62,1000.00,0.14,12.53
119383142,high,study,11600,1,2486,50,12,2,3,1,3090.00,10.92,1044.62,1000.00,0.14,12.53
119383142,high,study,11600,5,621000,37000,20000,576,1724,0,3090.00,10.92,1044.62,1000.00,0.14,12.53
119383142,high,study,11600,5,17000,1050,356,58,46,0,3090.00,10.92,1044.62,1000.00,0.14,12.53
119383142,high,study,11600,5,3813,119,24,42,4,1,3090.00,10.92,1044.62,1000.00,0.14,12.53
119383142,high,study,11600,5,72000,4679,1698,120,181,0,3090.00,10.92,1044.62,1000.00,0.14,12.53
119383142,high,study,11600,1,8,5,2,0,0,0,3090.00,10.92,1044.62,1000.00,0.14,12.53
106946230,high,study,35500,0,1570,83,11,11,7,1,6999.00,3.00,246.25,4999.00,70.41,5451.47
106946230,high,study,35500,3,39000,1559,963,54,379,0,6999.00,3.00,246.25,4999.00,70.41,5451.47
106946230,high,study,35500,1,1624,106,15,7,6,0,6999.00,3.00,246.25,4999.00,70.41,5451.47
106946230,high,study,35500,3,3022,175,77,7,11,0,6999.00,3.00,246.25,4999.00,70.41,5451.47
106946230,high,study,35500,1,785,51,24,1,1,0,6999.00,3.00,246.25,4999.00,70.41,5451.47
106946230,high,study,35500,1,917,56,6,9,1,0,6999.00,3.00,246.25,4999.00,70.41,5451.47
106946230,high,study,35500,1,2064,88,54,10,12,0,6999.00,3.00,246.25,4999.00,70.41,5451.47
106946230,high,study,35500,1,2041,84,77,4,12,0,6999.00,3.00,246.25,4999.00,70.41,5451.47
106946230,high,study,35500,3,2031,107,69,4,7,0,6999.00,3.00,246.25,4999.00,70.41,5451.47
106946230,high,study,35500,3,263000,12000,11000,92,1350,0,6999.00,3.00,246.25,4999.00,70.41,5451.47
liudianyi,high,study,78100,3,4398,371,18,6,8,0,10000.00,5.61,504.78,7000.00,5.09,541.44
liudianyi,high,study,78100,5,14000,1025,130,49,19,0,10000.00,5.61,504.78,7000.00,5.09,541.44
liudianyi,high,study,78100,3,9668,811,23,29,10,0,10000.00,5.61,504.78,7000.00,5.09,541.44
liudianyi,high,study,78100,1,12000,935,63,44,11,0,10000.00,5.61,504.78,7000.00,5.09,541.44
liudianyi,high,study,78100,1,5161,403,13,30,2,0,10000.00,5.61,504.78,7000.00,5.09,541.44
liudianyi,high,study,78100,0,22000,1830,178,28,26,0,10000.00,5.61,504.78,7000.00,5.09,541.44
liudianyi,high,study,78100,0,7567,635,28,22,6,0,10000.00,5.61,504.78,7000.00,5.09,541.44
liudianyi,high,study,78100,1,27000,2246,153,50,25,0,10000.00,5.61,504.78,7000.00,5.09,541.44
liudianyi,high,study,78100,5,32000,2610,235,77,25,0,10000.00,5.61,504.78,7000.00,5.09,541.44
liudianyi,high,study,78100,3,15000,1198,84,42,18,0,10000.00,5.61,504.78,7000.00,5.09,541.44
982387524,high,study,99100,1,20000,1206,778,39,1,0,18000.00,6.07,521.46,15000.00,0.00,0.00
982387524,high,study,99100,5,1771,945,363,55,7,1,18000.00,6.07,521.46,15000.00,0.00,0.00
982387524,high,study,99100,3,3255,199,131,1,3,0,18000.00,6.07,521.46,15000.00,0.00,0.00
982387524,high,study,99100,3,3490,786,330,40,0,1,18000.00,6.07,521.46,15000.00,0.00,0.00
982387524,high,study,99100,3,4898,1141,109,55,2,1,18000.00,6.07,521.46,15000.00,0.00,0.00
982387524,high,study,99100,1,44000,1680,1065,84,2,1,18000.00,6.07,521.46,15000.00,0.00,0.00
982387524,high,study,99100,1,150000,9885,2070,259,682,0,18000.00,6.07,521.46,15000.00,0.00,0.00
982387524,high,study,99100,1,88000,5938,1203,220,317,0,18000.00,6.07,521.46,15000.00,0.00,0.00
982387524,high,study,99100,3,8497,365,529,7,5,0,18000.00,6.07,521.46,15000.00,0.00,0.00
982387524,high,study,99100,0,41000,3425,605,41,8,0,18000.00,6.07,521.46,15000.00,0.00,0.00
lofisuchat,high,study,19200,1,268,16,4,0,2,1,10000.00,181.82,3570.79,6000.00,4.64,259.91
lofisuchat,high,study,19200,0,14000,569,258,34,143,0,10000.00,181.82,3570.79,6000.00,4.64,259.91
lofisuchat,high,study,19200,3,38000,1538,638,288,245,0,10000.00,181.82,3570.79,6000.00,4.64,259.91
lofisuchat,high,study,19200,5,1452,90,7,9,6,0,10000.00,181.82,3570.79,6000.00,4.64,259.91
lofisuchat,high,study,19200,0,689,37,33,1,8,1,10000.00,181.82,3570.79,6000.00,4.64,259.91
lofisuchat,high,study,19200,3,56000,904,103,85,1210,0,10000.00,181.82,3570.79,6000.00,4.64,259.91
lofisuchat,high,study,19200,1,11000,137,78,37,33,1,10000.00,181.82,3570.79,6000.00,4.64,259.91
lofisuchat,high,study,19200,1,3487,116,60,5,9,1,10000.00,181.82,3570.79,6000.00,4.64,259.91
lofisuchat,high,study,19200,5,70000,3207,1963,128,793,0,10000.00,181.82,3570.79,6000.00,4.64,259.91
lofisuchat,high,study,19200,1,13000,1014,226,74,26,0,10000.00,181.82,3570.79,6000.00,4.64,259.91
152386536,high,study,90000,3,2637,172,15,20,5,0,16000.00,11.87,987.14,12000.00,18.77,1224.40
152386536,high,study,90000,0,4990,335,53,23,13,0,16000.00,11.87,987.14,12000.00,18.77,1224.40
152386536,high,study,90000,3,8449,582,56,36,28,0,16000.00,11.87,987.14,12000.00,18.77,1224.40
152386536,high,study,90000,3,3854,200,7,31,24,0,16000.00,11.87,987.14,12000.00,18.77,1224.40
152386536,high,study,90000,1,6035,1130,978,14,5,1,16000.00,11.87,987.14,12000.00,18.77,1224.40
152386536,high,study,90000,3,11000,1113,600,24,19,0,16000.00,11.87,987.14,12000.00,18.77,1224.40
152386536,high,study,90000,0,11000,506,28,26,58,0,16000.00,11.87,987.14,12000.00,18.77,1224.40
152386536,high,study,90000,1,14000,349,29,34,19,0,16000.00,11.87,987.14,12000.00,18.77,1224.40
152386536,high,study,90000,3,12000,1262,396,28,11,0,16000.00,11.87,987.14,12000.00,18.77,1224.40
152386536,high,study,90000,1,13000,329,37,19,25,0,16000.00,11.87,987.14,12000.00,18.77,1224.40
